ssc_percentage,hsc_percentage,cgpa,backlogs,programming_skill,projects,internship,aptitude_score,communication_skills,mock_interviews,branch_CE,branch_CSE,branch_ECE,branch_EE,branch_ME,placed
-1.5199295539485536,1.102225799521701,0.5223883616821079,-0.5298096970953858,-1.5621040068874026,0.9222211187635337,-0.7812208126592922,0.45446118037857675,1.5437363791441934,0.0025382202706893814,-0.5015620156764883,2.044834259850677,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
1.556584884255296,-1.3187448665829822,1.141844958995479,-0.5298096970953858,-0.8742554789757326,-0.8456148916457962,1.2800478223256477,0.04285865601979531,-1.3005499020979872,0.3198157541068618,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,1
0.41221607273109323,-1.502668616911845,0.0572285871977197,-0.5298096970953858,1.1892901047592777,0.9222211187635337,1.2800478223256477,-1.184741829718391,0.4771290236783756,-1.2665719150740002,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,2.0125866566448884,-0.5109149126021805,1
-1.5804373123124662,-0.3286796291872841,-0.6981753022665992,-0.5298096970953858,-1.2181797429315677,-1.4348935617822394,-0.7812208126592922,1.3303850949624598,-1.3005499020979872,-0.6320168474016554,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,2.0125866566448884,-0.5109149126021805,0
1.4541166489071249,-1.297482118190254,1.6895029066693674,2.7205565427536076,-0.5303312150198976,-0.25633622150935287,1.2800478223256477,1.6688284236753523,1.5437363791441934,0.6370932879430342,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,1
0.607214021357463,-0.7973347456317664,-0.7950892583718538,-0.5298096970953858,0.5014415768476076,-0.8456148916457962,-0.7812208126592922,1.2514241056527589,-0.9450141169427145,-0.6320168474016554,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,0
1.1816995691309222,1.0647367261039224,1.6407983502397543,-0.5298096970953858,-1.5621040068874026,-0.8456148916457962,-0.7812208126592922,0.23382645670990568,-1.6560856872532597,0.3198157541068618,1.9937713956493237,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
0.9361555681490344,-0.3954599346491374,-0.2745907567033641,-0.5298096970953858,0.8453658408034426,1.511499788899977,-0.7812208126592922,-0.1439233566073514,0.12159323852310308,1.271648355615379,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,0
-0.4688644681582763,0.5519566393718611,-0.0346961999549309,-0.5298096970953858,1.5332143687151127,0.9222211187635337,1.2800478223256477,0.431261224783997,-0.589478331787442,-0.6320168474016554,-0.5015620156764883,2.044834259850677,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
0.16143993537863008,0.4687206720821128,-0.6220922770096056,-0.5298096970953858,0.8453658408034426,-0.8456148916457962,-0.7812208126592922,1.2553316910448409,-1.6560856872532597,0.3198157541068618,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,2.0125866566448884,-0.5109149126021805,1
0.17959280844635864,0.7894878318860762,0.9770888522539428,-0.5298096970953858,-0.8742554789757326,0.9222211187635337,1.2800478223256477,1.8053618586622793,-0.23394254663216946,-1.5838494489101727,-0.5015620156764883,2.044834259850677,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
-0.8167171173704274,-0.5451515082306445,0.13213156826059988,1.6371011294706097,-1.2181797429315677,0.9222211187635337,-0.7812208126592922,-1.5941373119442692,-1.3005499020979872,0.0025382202706893814,-0.5015620156764883,2.044834259850677,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,0
-1.6020590829911558,-1.4176870707389484,1.3751973653792504,-0.5298096970953858,-0.18640695106406252,-0.25633622150935287,-0.7812208126592922,-0.6657047759502048,-0.9450141169427145,-1.5838494489101727,1.9937713956493237,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
-0.49077959740380234,1.5801449392039089,-1.4009159088689356,-0.5298096970953858,0.1575173128917725,0.33294244862709044,1.2800478223256477,0.3810934627115009,1.1882005939889206,0.9543708217792066,1.9937713956493237,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
-1.2420791450567297,1.4721783989956008,-0.2956721938791312,-0.5298096970953858,-0.18640695106406252,0.9222211187635337,-0.7812208126592922,1.8150272223920456,-1.6560856872532597,1.271648355615379,-0.5015620156764883,2.044834259850677,-0.5015620156764883,-0.4968730149821545,-0.5109149126021805,1
0.9164300333509273,0.7265502666522309,-1.5243961774106036,0.5536457161876118,1.5332143687151127,0.9222211187635337,1.2800478223256477,-0.2914875738843599,-0.23394254663216946,0.0025382202706893814,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,1
-1.3304305240122993,1.661191824348002,0.3626022210359082,-0.5298096970953858,-0.18640695106406252,0.9222211187635337,-0.7812208126592922,-1.6728995914959048,-1.6560856872532597,0.3198157541068618,-0.5015620156764883,-0.48903718977841476,-0.5015620156764883,-0.4968730149821545,1.9572730709832327,1
